question,course,document
What command can I use to check the version of my local Spark installation?,data-engineering-zoomcamp,a85a6a91
Where can I find the SPARK_VERSION in the build.sh file of the Python folder?,data-engineering-zoomcamp,a85a6a91
What should I ensure matches my local Spark version in the build.sh file?,data-engineering-zoomcamp,a85a6a91
Which version of pyspark should match my local Spark version?,data-engineering-zoomcamp,a85a6a91
How can I fix a 'ModuleNotFoundError: No module named 'kafka.vendor.six.moves' error?,data-engineering-zoomcamp,343864f5
Where can I find more information on resolving issues with the kafka-python module?,data-engineering-zoomcamp,343864f5
What should I do if I encounter a 'ModuleNotFoundError' when trying to use kafka-python?,data-engineering-zoomcamp,343864f5
Is there an alternative to using kafka-python if I encounter issues?,data-engineering-zoomcamp,343864f5
What is the recommended approach for installing kafka-python-ng?,data-engineering-zoomcamp,343864f5
How is my capstone project going to be evaluated?,data-engineering-zoomcamp,6cb3b4a9
Who will evaluate my capstone project?,data-engineering-zoomcamp,6cb3b4a9
What happens if I don't comply with the peer review rules?,data-engineering-zoomcamp,6cb3b4a9
How will my final grade be determined?,data-engineering-zoomcamp,6cb3b4a9
Where can I find the peer review criteria for evaluation?,data-engineering-zoomcamp,6cb3b4a9
Is there more than one project for this course?,data-engineering-zoomcamp,5959ea3c
Can I submit two projects for this course?,data-engineering-zoomcamp,5959ea3c
What happens if I fail the first attempt of the project?,data-engineering-zoomcamp,5959ea3c
Under what circumstances can I use the Second Attempt for the project?,data-engineering-zoomcamp,5959ea3c
What should I do if I don't have time to enter my project into the first attempt?,data-engineering-zoomcamp,5959ea3c
questions,data-engineering-zoomcamp,202af70b
How can I set up Python to run as a start up script?,data-engineering-zoomcamp,f2705fe7
What is the process for running Python as a start up script?,data-engineering-zoomcamp,f2705fe7
What steps do I need to take to ensure Python runs as a start up script?,data-engineering-zoomcamp,f2705fe7
Is there a specific method for setting up Python as a start up script?,data-engineering-zoomcamp,f2705fe7
How do I redefine the Python environment variable for my user account?,data-engineering-zoomcamp,f2705fe7
How can I read from multiple topics in the same Spark Session?,data-engineering-zoomcamp,74f412c4
What do I need to do to initiate a Spark Session for this purpose?,data-engineering-zoomcamp,74f412c4
What is the command to start reading from the loaded topics?,data-engineering-zoomcamp,74f412c4
How does spark.streams.awaitAnyTermination() function work?,data-engineering-zoomcamp,74f412c4
In what scenario would query3.start().awaitTermination() be more suitable?,data-engineering-zoomcamp,74f412c4
How can data be transformed from Databricks to Azure SQL DB?,data-engineering-zoomcamp,5214eb93
What is the recommended method for moving transformed data to Azure SQL DB?,data-engineering-zoomcamp,5214eb93
Is there a direct way to move data from Databricks to Azure SQL DB?,data-engineering-zoomcamp,5214eb93
What alternative method can be used for moving data to Azure SQL DB?,data-engineering-zoomcamp,5214eb93
Can data be moved from Databricks to Azure SQL DB without going through another storage?,data-engineering-zoomcamp,5214eb93
How can I orchestrate dbt with Airflow?,data-engineering-zoomcamp,3cfd16a7
What access does the trial dbt account provide for dbt API?,data-engineering-zoomcamp,3cfd16a7
What will Airflow run the job using?,data-engineering-zoomcamp,3cfd16a7
What information do I need to provide when using Airflow with dbt API?,data-engineering-zoomcamp,3cfd16a7
Where can I find a source code example for dbt and Airflow integration?,data-engineering-zoomcamp,3cfd16a7
Where can I find documentation on orchestrating DataProc with Airflow?,data-engineering-zoomcamp,a7cecdf9
What roles should I give to my service account for DataProc in Airflow?,data-engineering-zoomcamp,a7cecdf9
Which operators should I use for DataProc in Airflow?,data-engineering-zoomcamp,a7cecdf9
What do I need to add when using DataprocSubmitPySparkJobOperator in Airflow?,data-engineering-zoomcamp,a7cecdf9
Why do I need to add dataproc_jars when using DataprocSubmitPySparkJobOperator in Airflow?,data-engineering-zoomcamp,a7cecdf9
How can I trigger my dbt job in Mage pipeline?,data-engineering-zoomcamp,2aad1011
Where can I get my dbt cloud api key?,data-engineering-zoomcamp,2aad1011
What is the process to create a custom mage Python block?,data-engineering-zoomcamp,2aad1011
What should I include in the headers for the http request?,data-engineering-zoomcamp,2aad1011
What is the final step to trigger the dbt job from my mage pipeline?,data-engineering-zoomcamp,2aad1011
How will the criteria of project evaluation for reproducibility be evaluated?,data-engineering-zoomcamp,cb478996
What if the person doing the peer review can't follow every single step documented?,data-engineering-zoomcamp,cb478996
Is it necessary to re-run everything for project evaluation?,data-engineering-zoomcamp,cb478996
What if I don't have time to re-run everything for project evaluation?,data-engineering-zoomcamp,cb478996
What are the alternative ways to evaluate reproducibility in project evaluation?,data-engineering-zoomcamp,cb478996
What is the purpose of the key vault in the Azure cloud stack?,data-engineering-zoomcamp,b4ef8ca7
How is the key vault in Azure cloud used?,data-engineering-zoomcamp,b4ef8ca7
What kind of information can be stored in the key vault?,data-engineering-zoomcamp,b4ef8ca7
Can you give an example of how the key vault is used in Azure?,data-engineering-zoomcamp,b4ef8ca7
Why would you want to use the key vault to store credentials or passwords?,data-engineering-zoomcamp,b4ef8ca7
Why am I getting a `ModuleNotFoundError: No module named 'py4j'` error while executing `import pyspark`?,data-engineering-zoomcamp,8e74f943
How can I find the version of py4j from inside docker?,data-engineering-zoomcamp,8e74f943
What command should I use to get the version of py4j from inside docker?,data-engineering-zoomcamp,8e74f943
Is there a specific docker command to execute to find the version of py4j?,data-engineering-zoomcamp,8e74f943
How can I access the version of py4j from inside the docker container?,data-engineering-zoomcamp,8e74f943
How can I resolve psycopg2 complaints of incompatible environment?,data-engineering-zoomcamp,a73ed357
What is a recommended method for managing venv when using psycopg2?,data-engineering-zoomcamp,a73ed357
What channel should I use for installing psycopg2 with conda?,data-engineering-zoomcamp,a73ed357
How should I install psycopg2 with conda?,data-engineering-zoomcamp,a73ed357
How should I install psycopg2 with pip?,data-engineering-zoomcamp,a73ed357
How do I connect Pyspark with BigQuery?,data-engineering-zoomcamp,b406d90e
What line should be included in pyspark configuration to connect with BigQuery?,data-engineering-zoomcamp,b406d90e
What package should I configure for Pyspark to connect with BigQuery?,data-engineering-zoomcamp,b406d90e
What SparkSession variable initialization is an example for connecting with BigQuery?,data-engineering-zoomcamp,b406d90e
What is the configuration for connecting Pyspark with BigQuery?,data-engineering-zoomcamp,b406d90e
How do I run a dbt-core project as an Airflow Task Group on Google Cloud Composer?,data-engineering-zoomcamp,0002ab8b
What package do I need to install as a dependency for running a dbt-core project on Google Cloud Composer?,data-engineering-zoomcamp,0002ab8b
Where should I create a new folder for my dbt-core project on Composer GCP bucket?,data-engineering-zoomcamp,0002ab8b
How should I configure my profiles.yml to authenticate with a service account key?,data-engineering-zoomcamp,0002ab8b
What steps do I need to follow to create a new DAG using the DbtTaskGroup class and a ProfileConfig for running a dbt-core project on Google Cloud Composer?,data-engineering-zoomcamp,0002ab8b
Can I edit the display name listed on the leaderboard?,data-engineering-zoomcamp,138b55c7
What should the Certificate name be for the course?,data-engineering-zoomcamp,138b55c7
What does the 'Display on Leaderboard' option indicate?,data-engineering-zoomcamp,138b55c7
Is it possible to create external tables in BigQuery using URLs?,data-engineering-zoomcamp,138b55c7
What data stores are supported for creating external tables in BigQuery?,data-engineering-zoomcamp,138b55c7
How can I ensure that the necessary dependencies to run the code are installed?,data-engineering-zoomcamp,154d7705
What package do I need to have installed to run the provided code?,data-engineering-zoomcamp,154d7705
What installation command should I execute to ensure the necessary package is installed?,data-engineering-zoomcamp,154d7705
"If I'm doing it locally, what else should I have installed?",data-engineering-zoomcamp,154d7705
Is there anything specific I need to do before loading the duckdb package?,data-engineering-zoomcamp,154d7705
What do I do if the needed package is not listed in the workshop?,data-engineering-zoomcamp,f96517d9
Is there any other package required for running the Jupyter Notebook?,data-engineering-zoomcamp,f96517d9
How can I ensure that I have all the necessary packages to run the starter Jupyter Notebook?,data-engineering-zoomcamp,f96517d9
What should I do if I encounter a package requirement that is not mentioned in the workshop materials?,data-engineering-zoomcamp,f96517d9
Are there any additional packages needed to be installed in order to run the provided Jupyter Notebook?,data-engineering-zoomcamp,f96517d9
How can I use DuckDB In-Memory database with dlt?,data-engineering-zoomcamp,773587dd
What are the system requirements for running dlthub?,data-engineering-zoomcamp,773587dd
Is there a limit to the size of files I can store with dlthub?,data-engineering-zoomcamp,773587dd
Can I access dlthub on a mobile device?,data-engineering-zoomcamp,773587dd
What security measures does dlthub have in place to protect my data?,data-engineering-zoomcamp,773587dd
"How many records should I have after loading, and what should be the age of record with ID 3?",data-engineering-zoomcamp,73aff710
What should I do if the sum of all eight records' respective ages is too big to be in the choices?,data-engineering-zoomcamp,73aff710
How can I fix the issue of dlt files being saved directly to my C drive instead of the specified file path?,data-engineering-zoomcamp,73aff710
What is the destination URL that needs to be set for saving the dlt files to a local folder?,data-engineering-zoomcamp,73aff710
How can I get a list of all Parquet files in the specified folder?,data-engineering-zoomcamp,73aff710
Where can I find the command.sh file in the repository?,data-engineering-zoomcamp,0728ca67
What should I do if I get the error 'source: no such file or directory: command.sh'?,data-engineering-zoomcamp,0728ca67
How can I check the contents of the repository?,data-engineering-zoomcamp,0728ca67
What is the correct URL to clone the repository?,data-engineering-zoomcamp,0728ca67
What folder should the command.sh file be in?,data-engineering-zoomcamp,0728ca67
Why am I getting a 'psql - command not found' error when trying to run a SQL script?,data-engineering-zoomcamp,49a51e24
What is the alternative to psql for running a SQL script when using PostgreSQL in a container?,data-engineering-zoomcamp,49a51e24
What command line tool can I use instead of psql to run a SQL script into the DB?,data-engineering-zoomcamp,49a51e24
How can I install usql for my OS?,data-engineering-zoomcamp,49a51e24
How can I run the taxi_trips.sql script with usql?,data-engineering-zoomcamp,49a51e24
Why am I getting the error 'docker-compose not found' when I run the command.sh file?,data-engineering-zoomcamp,f0d552a7
What should I do if I have docker compose installed but typically run it as 'docker compose' without the hyphen?,data-engineering-zoomcamp,f0d552a7
Is there a specific example I should follow for editing the command.sh file to resolve the error?,data-engineering-zoomcamp,f0d552a7
Can you provide an example of how to edit the command.sh file to remove the hyphen from 'docker-compose'?,data-engineering-zoomcamp,f0d552a7
What is the suggested syntax for the 'start-cluster' function in the command.sh file after editing to remove the hyphen from 'docker-compose'?,data-engineering-zoomcamp,f0d552a7
What might cause the 'Invalid top-level property x-image' error when trying to start a cluster?,data-engineering-zoomcamp,9c750080
How can I fix the 'Invalid top-level property x-image' error in my docker-compose file?,data-engineering-zoomcamp,9c750080
What are the valid top-level sections for a Compose file?,data-engineering-zoomcamp,9c750080
What should I do if I encounter the 'Invalid top-level property x-image' error and have docker-compose installed?,data-engineering-zoomcamp,9c750080
Is there a specific issue with docker-compose on Ubuntu machines causing the 'Invalid top-level property x-image' error?,data-engineering-zoomcamp,9c750080
Qn: Is it expected that the records are being ingested 10 at a time?,data-engineering-zoomcamp,6f4998e6
Qn: Why are the records ingested 10 at a time?,data-engineering-zoomcamp,6f4998e6
Qn: What should I do to observe changes as I work on queries in real-time?,data-engineering-zoomcamp,6f4998e6
Qn: How can I run queries while the stream-kafka script is running?,data-engineering-zoomcamp,6f4998e6
Qn: What changes has Noel recently made to the ingestion of records?,data-engineering-zoomcamp,6f4998e6
Qn: Is kafka install required for the RisingWave workshop?,data-engineering-zoomcamp,97170587
Qn: What are the recommended prerequisites for the RisingWave workshop?,data-engineering-zoomcamp,97170587
Qn: Can I access the workshop materials from my mobile device?,data-engineering-zoomcamp,97170587
Qn: Are there any specific software requirements for the RisingWave workshop?,data-engineering-zoomcamp,97170587
Qn: How long does the RisingWave workshop typically last?,data-engineering-zoomcamp,97170587
Qn: How much free disk space should we have?,data-engineering-zoomcamp,4def6541
Qn: What is the total amount of free disk space needed for the containers and psql to run?,data-engineering-zoomcamp,4def6541
Qn: Is 7GB of free disk space enough for all the containers to be provisioned?,data-engineering-zoomcamp,4def6541
Qn: How much additional space is needed for the psql to run and ingest the taxi data?,data-engineering-zoomcamp,4def6541
Qn: What is the recommended total free disk space for the workshop?,data-engineering-zoomcamp,4def6541
What issues might I encounter when running the stream-kafka script with psycopg2?,data-engineering-zoomcamp,66e117dd
How can I fix issues with psycopg2 when running the stream-kafka script?,data-engineering-zoomcamp,66e117dd
What do I need to replace in the requirements.txt file to resolve issues with psycopg2?,data-engineering-zoomcamp,66e117dd
What step do I need to take when opening another terminal to run the psql?,data-engineering-zoomcamp,66e117dd
What should I remember to do for each terminal session when running the psql?,data-engineering-zoomcamp,66e117dd
"{'question': ""What should I do if I get the 'could not build wheels for psycopg2' error?"", 'answer': 'If you’re using an Anaconda installation:'}",data-engineering-zoomcamp,94fd2476
"{'question': 'What is the process for installing psycopg2-binary?', 'answer': 'Pip install psycopg2-binary'}",data-engineering-zoomcamp,94fd2476
"{'question': 'Why does the gcc installation affect the installation of pyproject.toml-based projects?', 'answer': 'For some reason this worked - the Conda base doesn’t have the GCC installed'}",data-engineering-zoomcamp,94fd2476
"{'question': 'What is gcc and why is it important for Python installations?', 'answer': 'GCC stands for GNU Compiler Collection. It is a compiler system developed by the GNU Project that supports various programming languages'}",data-engineering-zoomcamp,94fd2476
"{'question': 'What are the key roles of GCC in the software development process?', 'answer': 'In addition to compiling source code, GCC also provides various optimization options, debugging support, and extensive documentation, making it a powerful and versatile tool for developers'}",data-engineering-zoomcamp,94fd2476
How can I rectify the Psycopg2 InternalError when running the seed-kafka command after initial setup?,data-engineering-zoomcamp,70d83d78
What steps can I take to potentially rectify minor errors in Windows when working with RisingWave?,data-engineering-zoomcamp,70d83d78
What is the command to connect to the RisingWave cluster from Powershell?,data-engineering-zoomcamp,70d83d78
What is the equivalent of source commands.sh in Powershell when working in the workshop directory?,data-engineering-zoomcamp,70d83d78
Do you have any tips for doing this workshop on Windows?,data-engineering-zoomcamp,70d83d78
Why does the stream-kafka script get stuck on a loop with Connection Refused?,data-engineering-zoomcamp,accb7285
"If the message_queue container in docker keeps restarting with insufficient physical memory, what can I do?",data-engineering-zoomcamp,accb7285
How can I solve the 'insufficient physical memory' error message?,data-engineering-zoomcamp,accb7285
What issue may arise when running psql -f risingwave-sql/table/trip_data.sql after starting services with ‘default’ values using docker-compose up?,data-engineering-zoomcamp,accb7285
How can I ensure that I have run source commands.sh in each terminal window?,data-engineering-zoomcamp,accb7285
"For the homework questions, do I need to process a specific number of records to get the final answer?",data-engineering-zoomcamp,cbca4495
What should I use to get a static set of results for the homework questions?,data-engineering-zoomcamp,cbca4495
Is there a particular method I should use instead of stream-kafka for homework?,data-engineering-zoomcamp,cbca4495
Can you specify the approach to obtain the final answer for the homework questions?,data-engineering-zoomcamp,cbca4495
Is there a recommended tool to use for processing records in the homework?,data-engineering-zoomcamp,cbca4495
How do I install postgress on a Linux like OS?,data-engineering-zoomcamp,68842c02
What are the steps to install postgress on my terminal?,data-engineering-zoomcamp,68842c02
Can you show me the commands to install postgress?,data-engineering-zoomcamp,68842c02
What should I do if the service for postgress is down?,data-engineering-zoomcamp,68842c02
How can I check the status of the postgress service?,data-engineering-zoomcamp,68842c02
How can I open the Dashboard if xdg-open doesn’t open any browser?,data-engineering-zoomcamp,71b1984b
Where can I find the solution for xdg-open not opening any browser?,data-engineering-zoomcamp,71b1984b
What should I use instead of w3m to open the index.html file?,data-engineering-zoomcamp,71b1984b
How can I open the index.html file from my File Explorer/Finder?,data-engineering-zoomcamp,71b1984b
What should I do if I'm on wsl and xdg-open doesn't work?,data-engineering-zoomcamp,71b1984b
What is an example error when attempting to execute a Python script in a Unix-like environment?,data-engineering-zoomcamp,d452b490
What are the two solutions to resolving Python interpreter path inconsistencies in Unix-like environments?,data-engineering-zoomcamp,d452b490
How can I verify the Python interpreter path?,data-engineering-zoomcamp,d452b490
How can I update the shebang line in a script file?,data-engineering-zoomcamp,d452b490
What command-line tool can I use to convert the line endings of the script from Windows-style to Unix-style?,data-engineering-zoomcamp,d452b490
How does windowing work in Sql?,data-engineering-zoomcamp,707cae8f
What is the purpose of windowing in streaming SQL?,data-engineering-zoomcamp,707cae8f
Can you give an example of how to use windowing in streaming SQL?,data-engineering-zoomcamp,707cae8f
What are the advantages of using windowing in SQL?,data-engineering-zoomcamp,707cae8f
Are there any limitations or drawbacks to using windowing in SQL?,data-engineering-zoomcamp,707cae8f
"In Module 6 Homework, how do I fix the 'ModuleNotFoundError: No module named 'kafka.vendor.six.moves'' error?",data-engineering-zoomcamp,ffbf3311
How do I resolve the Mage pipeline blocks failing to generate OAuth and authenticate with GCP?,data-engineering-zoomcamp,ffbf3311
What is the format for data partitioning and clustering run by a dbt pipeline?,data-engineering-zoomcamp,ffbf3311
How can I add triggers in mage pipelines via CLI?,data-engineering-zoomcamp,ffbf3311
"Can I do data partitioning & clustering run by dbt pipeline, or would I need to do this manually in BigQuery afterwards?",data-engineering-zoomcamp,ffbf3311
What are the basic Docker commands?,data-engineering-zoomcamp,3916f4a9
How do I create a Docker Image from a base image?,data-engineering-zoomcamp,3916f4a9
How can I run Docker without SUDO permissions?,data-engineering-zoomcamp,3916f4a9
How can I activate a Conda environment?,data-engineering-zoomcamp,3916f4a9
How can I start and stop services on Linux?,data-engineering-zoomcamp,3916f4a9
How do I sign up?,machine-learning-zoomcamp,0227b872
Where can I find the Machine Learning Zoomcamp FAQ?,machine-learning-zoomcamp,0227b872
Is there a document for inspiration on structuring questions and answers?,machine-learning-zoomcamp,0227b872
Where can I find the link to the course GitHub repository?,machine-learning-zoomcamp,0227b872
What is the purpose of the Machine Learning Zoomcamp FAQ document?,machine-learning-zoomcamp,0227b872
Are the course videos live?,machine-learning-zoomcamp,39fda9f0
When can I start watching the course?,machine-learning-zoomcamp,39fda9f0
Will there be live office hours for questions?,machine-learning-zoomcamp,39fda9f0
Are the office hours sessions recorded?,machine-learning-zoomcamp,39fda9f0
Where can I find the course videos and office hours?,machine-learning-zoomcamp,39fda9f0
What happens if I cannot attend a session?,machine-learning-zoomcamp,5170565b
Will I be able to ask questions if I miss a live stream?,machine-learning-zoomcamp,5170565b
How can I ensure that I don't miss any important information if I am unable to attend?,machine-learning-zoomcamp,5170565b
What support is available if I have questions outside of live sessions?,machine-learning-zoomcamp,5170565b
What options do I have if I cannot make it to office hours?,machine-learning-zoomcamp,5170565b
What is the emphasis on theory in this course?,machine-learning-zoomcamp,ecca790c
Will we be delving into mathematical derivations for algorithms?,machine-learning-zoomcamp,ecca790c
How much of the focus is on practical application?,machine-learning-zoomcamp,ecca790c
Is it necessary to have a strong theoretical background in machine learning?,machine-learning-zoomcamp,ecca790c
What level of understanding of theory will be sufficient for this course?,machine-learning-zoomcamp,ecca790c
Can I take the course if I don't know math?,machine-learning-zoomcamp,c25b3de4
What topics will be covered in the course?,machine-learning-zoomcamp,c25b3de4
Will there be a lot of formulas in the course?,machine-learning-zoomcamp,c25b3de4
Are there any resources to help with understanding linear algebra?,machine-learning-zoomcamp,c25b3de4
Is it okay to ask the community for help with the course?,machine-learning-zoomcamp,c25b3de4
"I filled the form, but haven't received a confirmation email. Is it normal?",machine-learning-zoomcamp,6ba259b1
Where should I check if I haven’t received the confirmation email?,machine-learning-zoomcamp,6ba259b1
What should I do if I unsubscribed from the newsletter and don't receive course updates?,machine-learning-zoomcamp,6ba259b1
How can I make sure I don’t miss anything related to the course?,machine-learning-zoomcamp,6ba259b1
What are the recommended channels to follow for course updates?,machine-learning-zoomcamp,6ba259b1
How long will the course take?,machine-learning-zoomcamp,67e2fd13
Are there any possible extensions for the course?,machine-learning-zoomcamp,67e2fd13
What kind of extra activities can extend the course?,machine-learning-zoomcamp,67e2fd13
Is there a specific time frame for completing the course?,machine-learning-zoomcamp,67e2fd13
Can I work on additional projects or articles during the course?,machine-learning-zoomcamp,67e2fd13
How much time do I need for this course?,machine-learning-zoomcamp,a6897e8c
Is there a recommended study schedule for this course?,machine-learning-zoomcamp,a6897e8c
Are there any tips for managing my time for this course?,machine-learning-zoomcamp,a6897e8c
What resources are available to help me manage my time for this course?,machine-learning-zoomcamp,a6897e8c
What were the findings of Timur Kamaliev's analysis on student time investment for this course?,machine-learning-zoomcamp,a6897e8c
Will I receive a certificate upon completion of the course?,machine-learning-zoomcamp,2eba08e3
What are the requirements for receiving a certificate?,machine-learning-zoomcamp,2eba08e3
How many projects do I need to finish to get a certificate?,machine-learning-zoomcamp,2eba08e3
Do I need to review my peers' projects to receive a certificate?,machine-learning-zoomcamp,2eba08e3
Is there a version of the certificate without a robot?,machine-learning-zoomcamp,2eba08e3
"If I missed the midterm project, will I still be able to receive a certificate?",machine-learning-zoomcamp,1d644223
Is it possible to obtain a certificate if I didn't complete the midterm project?,machine-learning-zoomcamp,1d644223
What should I do if I missed the midterm project but still want to get a certificate?,machine-learning-zoomcamp,1d644223
"If I was unable to complete the midterm project, can I still qualify for a certificate?",machine-learning-zoomcamp,1d644223
Will not completing the midterm project affect my eligibility for a certificate?,machine-learning-zoomcamp,1d644223
How much Python should I know?,machine-learning-zoomcamp,14890cd2
Where can I find a free course to learn Python basics?,machine-learning-zoomcamp,14890cd2
What basics should I know before joining the course?,machine-learning-zoomcamp,14890cd2
What is covered in the article about Python?,machine-learning-zoomcamp,14890cd2
What do I need to know to do data analysis with Python?,machine-learning-zoomcamp,14890cd2
What are the hardware requirements for the Machine Learning part of the course?,machine-learning-zoomcamp,a4fad482
What are the hardware requirements for the Deep Learning part of the course?,machine-learning-zoomcamp,a4fad482
Do I need a specific type of laptop or internet connection for the Machine Learning part?,machine-learning-zoomcamp,a4fad482
Can I use a cloud service for the Deep Learning part?,machine-learning-zoomcamp,a4fad482
What cloud service is recommended for the Deep Learning part?,machine-learning-zoomcamp,a4fad482
How can I set up TensorFlow with GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Is there a tutorial or article I can use to help me set up TensorFlow with GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Where can I find instructions for setting up TensorFlow with GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Do you have any resources for setting up TensorFlow with GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Can you provide guidance on setting up TensorFlow with GPU support on Ubuntu?,machine-learning-zoomcamp,34b7fd35
Where can I find the course channel on Slack?,machine-learning-zoomcamp,4930aa19
How do I join a channel in Slack?,machine-learning-zoomcamp,4930aa19
Do we need to provide the GitHub link for our homework?,machine-learning-zoomcamp,4930aa19
What do we need to provide the GitHub link for?,machine-learning-zoomcamp,4930aa19
Is the GitHub link required for receiving a grade?,machine-learning-zoomcamp,4930aa19
Can I still join the course after it has started?,machine-learning-zoomcamp,ee58a693
What are the requirements for getting a certificate?,machine-learning-zoomcamp,ee58a693
"If I join the course late, can I still be eligible for a certificate?",machine-learning-zoomcamp,ee58a693
What is the deadline for submitting course projects?,machine-learning-zoomcamp,ee58a693
How many peers' projects do I need to review in order to get a certificate?,machine-learning-zoomcamp,ee58a693
When does the next iteration start?,machine-learning-zoomcamp,636f55d5
Can I go through the materials at any time?,machine-learning-zoomcamp,636f55d5
Is the course available in self-paced mode?,machine-learning-zoomcamp,636f55d5
Can I do the course with other students?,machine-learning-zoomcamp,636f55d5
When will the next iterations happen?,machine-learning-zoomcamp,636f55d5
Can I submit the homework after the due date?,machine-learning-zoomcamp,c839b764
Is homework mandatory for finishing the course?,machine-learning-zoomcamp,c839b764
What if I miss the deadline for an assignment?,machine-learning-zoomcamp,c839b764
How can I access the course materials?,machine-learning-zoomcamp,c839b764
Are there any group projects in this course?,machine-learning-zoomcamp,c839b764
I just joined. What should I do next? How can I access course materials?,machine-learning-zoomcamp,0a278fb2
Where can I find the cohort folder for my year?,machine-learning-zoomcamp,0a278fb2
How can I watch office hours from previous cohorts?,machine-learning-zoomcamp,0a278fb2
Is there a specific YouTube channel for ML Zoomcamp?,machine-learning-zoomcamp,0a278fb2
When was ML Zoomcamp first launched?,machine-learning-zoomcamp,0a278fb2
What are the deadlines in this course?,machine-learning-zoomcamp,8de4fefd
Where can I find the deadlines for the 2023 cohort?,machine-learning-zoomcamp,8de4fefd
Are the deadlines available on the 2023 cohort page?,machine-learning-zoomcamp,8de4fefd
What is the source of the deadlines for the 2023 cohort?,machine-learning-zoomcamp,8de4fefd
How can I access the deadlines for this course?,machine-learning-zoomcamp,8de4fefd
What are the differences between the previous iteration of the course (2022) and this one (2023)?,machine-learning-zoomcamp,94e86808
Are there any special modules in the previous iteration of the course that are not included in this one?,machine-learning-zoomcamp,94e86808
What changes have been made to the homework for this year's course?,machine-learning-zoomcamp,94e86808
Will there be any new modules added to the course for the 2023 iteration?,machine-learning-zoomcamp,94e86808
Is there anything else that has been updated or modified in the course for this year?,machine-learning-zoomcamp,94e86808
questions,machine-learning-zoomcamp,e7ba6b8a
What tag should I use when posting about what I learned from the course on social media?,machine-learning-zoomcamp,f7bc2f65
How many links can I submit for extra scores when submitting my homework?,machine-learning-zoomcamp,f7bc2f65
Is there a limit to the number of points I can earn for posting learning in public links?,machine-learning-zoomcamp,f7bc2f65
Can I post the same content to multiple social sites and still earn extra points?,machine-learning-zoomcamp,f7bc2f65
How are the awarded points for midterms/capstones different from regular homework?,machine-learning-zoomcamp,f7bc2f65
How can I add my own notes to the course?,machine-learning-zoomcamp,ae52a907
Is there a specific way to share my homework and projects with the course community?,machine-learning-zoomcamp,ae52a907
What should I do if I want to contribute my own notes to the course materials?,machine-learning-zoomcamp,ae52a907
Can I create a personal repository for the course on Github?,machine-learning-zoomcamp,ae52a907
What are the steps to sync my forked repository with the original course repo?,machine-learning-zoomcamp,ae52a907
How can I compute the hash for the leaderboard and project review?,machine-learning-zoomcamp,dab5a24a
What Python code should I use to compute the hash?,machine-learning-zoomcamp,dab5a24a
What is the purpose of calling the function with my email?,machine-learning-zoomcamp,dab5a24a
What do the quotes denote when calling the function with my email?,machine-learning-zoomcamp,dab5a24a
How can I use the website sha1-online.com to get my scores?,machine-learning-zoomcamp,dab5a24a
How can I fix the 'wget is not recognized as an internal or external command' error?,machine-learning-zoomcamp,49f9bda9
What are the commands to install wget on Ubuntu and Windows?,machine-learning-zoomcamp,49f9bda9
How do I install wget on Mac?,machine-learning-zoomcamp,49f9bda9
What is an alternative way to download files using Python instead of wget?,machine-learning-zoomcamp,49f9bda9
How can I read a CSV file from a URL directly with pandas?,machine-learning-zoomcamp,49f9bda9
How can I retrieve a csv file inside a notebook?,machine-learning-zoomcamp,d44de7d1
What command can I use to download a csv file?,machine-learning-zoomcamp,d44de7d1
What does the exclamation mark do in notebooks?,machine-learning-zoomcamp,d44de7d1
Can I execute shell commands inside notebooks?,machine-learning-zoomcamp,d44de7d1
How can I move the downloaded data into a different directory?,machine-learning-zoomcamp,d44de7d1
How can I use the built-in WSL on Windows 11 to access Linux?,machine-learning-zoomcamp,314ebe32
Where can I find the Microsoft Learn link for setting up a WSL development environment?,machine-learning-zoomcamp,314ebe32
What Microsoft verified VS Code extension should I download to connect to my WSL Ubuntu instance?,machine-learning-zoomcamp,314ebe32
What does the VS Code extension 'WSL' allow me to do?,machine-learning-zoomcamp,314ebe32
How can I remotely connect to my WSL Ubuntu instance using VS Code?,machine-learning-zoomcamp,314ebe32
How do I upload the homework to Github?,machine-learning-zoomcamp,98cff602
What error message might I encounter when trying to push to Github?,machine-learning-zoomcamp,98cff602
What commands can fix the error message when pushing to Github?,machine-learning-zoomcamp,98cff602
Where can I find a Github tutorial for beginners?,machine-learning-zoomcamp,98cff602
What are some alternative ways to upload my code to Github?,machine-learning-zoomcamp,98cff602
What could be causing the singular matrix error when trying to invert the matrix?,machine-learning-zoomcamp,54ec0de4
How can I avoid getting the singular matrix error when inverting a matrix?,machine-learning-zoomcamp,54ec0de4
What should I pay close attention to when dealing with multiplication in the homework?,machine-learning-zoomcamp,54ec0de4
Why does the method .dot in multiplication matter in avoiding the singular matrix error?,machine-learning-zoomcamp,54ec0de4
What could happen if I don't respect the order in matrix multiplication and get the singular matrix error?,machine-learning-zoomcamp,54ec0de4
Why does the command 'conda create -n ml-zoomcamp python=3.9' not work in my terminal?,machine-learning-zoomcamp,f81f4ecb
